file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,diagnostic_flags_LI-7200,,,,,,,,,RSSI_LI-7200,variances,,,,,,covariances,,,custom_variables
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,co2_mean,h2o_mean,co2_mean,h2o_mean,dew_point_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,anemometer_diagnostic_mean,_mean
2024-05-08T020000_OTL.ghg,2024-05-08,02:30,129.104,0,36000,36000,-0.916007E-01,0,0.106529E-01,8.40746,0,6.69441,5.34592,0,2.40305,3.79869,0,0.494288,0.120552,0,0.541893E-01,-0.157140,-0.358431,-0.934344E-01,-0.808269E-02,-0.429649E-11,-0.116734E-12,17.7373,424.901,429.863,0.150000,0,481.915,11.5443,11.6792,1.25000,0,290.765,289.703,100469.,1.20296,1011.73,0.240613E-01,0.781175E-02,0.864577E-02,1155.91,1877.30,0.718711E-02,61.5727,721.396,282.260,1.40803,-1.01766,0.824482E-02,1.73731,0.137122E-12,-0.242229E-15,1.73731,6.10903,3.62991,324.142,0.271913,-9999,0.275947,0.685132,-218.799,-0.795249E-02,1.57269,0.250336E-01,0,23.0311,-3.49505,7.90582,19.6866,30.0233,42.1081,63.0856,-0.905509E-01,1.01159,8.53430,1.02312,4.68419,1.14127,3.32848,1.14127,0.105629,1.14127,800000099,800000099,800000099,800000099,800000099,800110099,800010199,800010199,80000,80000,89,89,34,29,14,27,9,0,0,0,0,0,0,0,0,0,0,100,0.757408,0.489037,0.123819,0.221458,1.29352,0.118040E-01,0.701217E-02,0.810197E-01,0.257117E-02,17.7387,481.952,424.900,11.5444,8.91467,101.271,101.334,101.209,0.124710,0.00000,126.466
2024-05-08T023000_OTL.ghg,2024-05-08,03:00,129.125,0,36000,36000,-0.111797,0,0.115754E-01,1.30446,1,3.33997,6.28268,1,2.11932,4.61679,0,0.521151,0.141687,1,0.477948E-01,0.107670,-0.410116,-0.519659E-01,-0.924890E-02,0.198032E-09,0.529948E-11,17.6994,423.752,428.612,0.150000,0,473.650,11.3399,11.4700,2.00000,0,290.826,289.783,100477.,1.20281,1011.62,0.240646E-01,0.918131E-02,0.849155E-02,1135.60,1886.85,0.705977E-02,60.1850,751.249,281.997,1.46066,-1.02237,0.554834E-02,1.78292,-0.582814E-14,0.111886E-13,1.78292,6.16856,4.15047,325.011,0.178302,-9999,0.304871,0.675202,-1901.79,-0.914927E-03,0.207627,0.351640E-02,0,23.4747,-3.56238,8.05812,20.0658,30.6017,42.9193,64.3009,-0.110517,1.01158,1.61613,1.02323,5.50168,1.14196,4.04288,1.14196,0.124074,1.14196,800000099,800000099,800000099,800000099,800000099,800110099,800010199,800010199,80000,80000,89,89,32,9,13,33,0,0,0,0,0,0,0,0,0,0,0,100,0.780267,0.426041,0.144098,0.196538,1.19334,0.839355E-02,0.132820E-02,0.984023E-01,0.301991E-02,17.7008,473.689,423.752,11.3400,8.65207,101.277,101.340,101.214,0.126464,0.00000,127.391
2024-05-08T030000_OTL.ghg,2024-05-08,03:30,129.146,0,36000,36000,-0.476250E-01,0,0.539563E-02,8.09312,0,5.98598,8.70810,0,1.98777,4.47857,0,0.553600,0.196399,0,0.448315E-01,0.107010,-0.117483,0.473599E-01,-0.264967E-02,0.101617E-09,0.269863E-11,17.7229,424.799,429.646,0.100000,0,470.667,11.2814,11.4101,2.00000,0,290.900,289.862,100484.,1.20259,1011.59,0.240689E-01,0.127267E-01,0.844616E-02,1129.84,1896.37,0.702328E-02,59.5791,766.529,281.922,0.821231,-0.695756,0.113665E-01,1.07639,-0.176428E-13,0.573363E-14,1.07639,3.43720,8.92720,319.728,0.605045,-9999,0.199002,0.287768,-85.2549,-0.204094E-01,0.929379,0.334299E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.470246E-01,1.01277,8.41462,1.02241,7.68517,1.13310,3.95248,1.13310,0.173329,1.13310,800000099,800000099,800000099,800000099,800000099,800110099,800000199,800110199,80000,80000,89,89,37,17,5,22,4,0,0,0,0,0,0,0,0,0,0,100,0.319312,0.190166,0.660577E-01,0.282817,2.20324,0.122140E-01,0.691688E-02,0.962138E-01,0.421928E-02,17.7242,470.704,424.799,11.2814,8.57659,101.282,101.346,101.218,0.128363,0.00000,129.234
2024-05-08T033000_OTL.ghg,2024-05-08,04:00,129.167,0,36000,36000,-0.449889E-01,0,0.541555E-02,-5.88295,1,6.45432,11.1938,0,1.63554,4.78721,0,0.523732,0.252479,0,0.368900E-01,0.991635E-01,-0.324730,-0.174097E-02,-0.732437E-02,-0.108874E-09,-0.285012E-11,17.7169,424.760,429.537,0.100000,0,463.796,11.1194,11.2445,1.30000,0,290.959,289.935,100491.,1.20244,1011.50,0.240722E-01,0.163607E-01,0.832380E-02,1113.75,1905.24,0.692241E-02,58.4574,791.486,281.710,0.891085,-0.652108,-0.183580E-01,1.10436,-0.401908E-13,-0.614520E-14,1.10436,3.88621,4.87871,323.803,-0.952480,-9999,0.193429,0.301752,107.706,0.161551E-01,-0.525554,-0.250060E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.444759E-01,1.01154,-5.17641,1.02358,9.65927,1.15887,4.13094,1.15887,0.217867,1.15887,800000099,800000099,800000099,800000099,800000099,800010099,800110199,800110199,80000,80000,89,89,27,10,2,14,1,0,0,0,0,0,0,0,0,0,0,100,0.334521,0.201036,0.679462E-01,0.293461,1.81099,0.732445E-02,-0.425596E-02,0.100555,0.530332E-02,17.7182,463.831,424.760,11.1195,8.36436,101.288,101.353,101.223,0.129549,0.00000,128.919
2024-05-08T040000_OTL.ghg,2024-05-08,04:30,129.187,0,36000,36000,-0.682993E-01,0,0.771521E-02,-0.737772,2,2.44784,14.3195,0,3.43658,5.48550,0,0.847091,0.322958,0,0.775074E-01,-0.992382E-01,-0.255262,0.135512E-02,-0.575709E-02,0.109616E-09,0.283651E-11,17.7175,424.790,429.512,0.150000,0,458.472,10.9922,11.1144,1.60000,0,290.873,289.862,100516.,1.20310,1011.44,0.240592E-01,0.209277E-01,0.823304E-02,1101.33,1896.39,0.684317E-02,58.0752,795.058,281.544,0.959543,-0.638677,0.158574E-01,1.15277,-0.379429E-14,0.618687E-14,1.15277,4.24086,359.938,326.352,0.788178,-9999,0.238263,0.350704,1605.41,0.108384E-02,-0.515220E-01,-0.254464E-02,0,24.7111,-3.75001,8.48253,21.1227,32.2135,45.1798,67.6876,-0.674565E-01,1.01249,0.486918E-01,1.02238,12.6296,1.13381,4.83812,1.13381,0.284844,1.13381,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800000199,80000,80000,89,89,23,17,4,1,0,0,0,0,0,0,0,0,0,0,0,100,0.397994,0.226073,0.773418E-01,0.314738,4.07717,0.294013E-01,0.400144E-04,0.117691,0.692902E-02,17.7188,458.509,424.790,10.9923,8.19759,101.289,101.354,101.224,0.130295,0.00000,128.897
2024-05-08T043000_OTL.ghg,2024-05-08,05:00,129.208,1,36000,36000,-0.421278E-01,0,0.465958E-02,0.923792,1,4.01884,13.1575,0,2.34806,5.21475,0,0.615804,0.296769,0,0.529606E-01,0.854090E-01,-0.130116,0.404775E-01,-0.293478E-02,0.598560E-10,0.153651E-11,17.7650,425.685,430.388,0.100000,0,456.031,10.9274,11.0481,1.90000,0,290.931,289.925,100557.,1.20336,1011.40,0.240541E-01,0.192306E-01,0.818622E-02,1095.31,1904.02,0.680279E-02,57.5261,808.710,281.464,0.881657,-0.305515,0.922294E-02,0.933136,0.179728E-13,0.336932E-14,0.933136,3.68922,347.589,340.888,0.566310,-9999,0.187106,0.223021,-621.081,-0.280157E-02,0.702101E-01,0.405666E-02,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.415687E-01,1.01345,1.61789,1.02261,11.6228,1.13205,4.60648,1.13205,0.262153,1.13205,800000099,800000099,800000099,800000099,800000099,800110099,800010199,800110199,80000,80000,89,89,51,23,11,24,6,0,0,0,0,0,0,0,0,0,0,100,0.247218,0.141522,0.573028E-01,0.194309,2.79050,0.177342E-01,0.132932E-02,0.112025,0.637529E-02,17.7663,456.066,425.684,10.9274,8.11727,101.289,101.355,101.224,0.130332,0.00000,130.116
2024-05-08T050000_OTL.ghg,2024-05-08,05:30,129.229,1,36000,36000,-0.274182E-01,0,0.436877E-02,-9.82226,1,5.77809,8.42524,0,1.68987,3.97511,0,0.554085,0.190007,0,0.381100E-01,-0.186392,-0.193724,0.231094E-01,-0.436887E-02,-0.555501E-10,-0.141170E-11,17.7861,426.195,430.861,0.150000,0,452.001,10.8310,10.9496,1.95000,0,290.784,289.787,100585.,1.20432,1011.34,0.240351E-01,0.123124E-01,0.812038E-02,1085.98,1887.44,0.674271E-02,57.5373,801.456,281.338,0.831364,-0.325927,-0.130697E-01,0.893065,0.131482E-12,-0.312323E-14,0.893065,4.08551,349.628,338.593,-0.838537,-9999,0.150886,0.217102,30.6391,0.567902E-01,-1.16581,-0.534469E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.270528E-01,1.01351,-9.15800,1.02733,7.12758,1.18206,3.36286,1.18206,0.160742,1.18206,800000099,800000099,800000099,800000099,800100099,800100099,800010199,800110199,80000,80000,89,89,63,23,10,15,0,0,0,0,0,0,0,0,0,0,0,100,0.221703,0.159152,0.533495E-01,0.275548,2.73099,0.104983E-01,-0.751903E-02,0.817089E-01,0.390561E-02,17.7874,452.035,426.194,10.8310,7.99176,101.292,101.357,101.226,0.131050,0.00000,130.165
2024-05-08T053000_OTL.ghg,2024-05-08,06:00,129.250,1,36000,36000,-0.350535E-01,0,0.314621E-02,2.39973,0,3.29327,6.03082,0,1.51746,1.98210,0,0.362502,0.136002,0,0.342205E-01,-0.535558E-01,0.173011,0.183758E-01,0.390160E-02,-0.835854E-10,-0.213902E-11,17.7992,426.600,431.309,0.100000,0,455.497,10.9171,11.0376,2.10000,0,290.752,289.748,100602.,1.20465,1011.38,0.240284E-01,0.881294E-02,0.818720E-02,1094.77,1882.69,0.679635E-02,58.1491,787.922,281.456,0.858998,-0.353963E-01,0.391206E-02,0.859736,-0.240878E-13,-0.469602E-14,0.859736,2.99675,332.500,357.640,0.260714,-9999,0.170583,0.195681,-181.236,-0.960075E-02,0.397911,0.115465E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.345726E-01,1.01391,2.68030,1.02280,5.32915,1.13167,1.75149,1.13167,0.120179,1.13167,800000099,800000099,800000099,800000099,800000099,800110099,800010199,800010199,80000,80000,89,89,56,43,7,37,4,1,0,0,0,0,0,0,0,0,0,100,0.169275,0.167843,0.542447E-01,0.292585,1.30451,0.869709E-02,0.219992E-02,0.425486E-01,0.291947E-02,17.8005,455.537,426.600,10.9172,8.11084,101.287,101.353,101.222,0.130641,0.00000,129.453
2024-05-08T060000_OTL.ghg,2024-05-08,06:30,129.271,1,36000,36000,-0.249075E-01,0,0.256258E-02,4.03965,0,3.16593,9.77926,0,1.81970,0.681735,0,0.238929,0.220577,0,0.410444E-01,0.274592,0.686004E-02,-0.637478E-01,0.154732E-03,0.152448E-10,0.391541E-12,17.7236,425.193,429.887,0.300000,0,455.205,10.9205,11.0411,1.75000,0,290.956,289.951,100611.,1.20391,1011.40,0.240431E-01,0.142934E-01,0.818475E-02,1095.21,1907.12,0.679847E-02,57.4272,811.915,281.462,0.656031,-0.204842,-0.510311E-02,0.687287,-0.244621E-14,0.860142E-15,0.687287,2.45105,345.118,342.659,-0.425426,-9999,0.143836,0.124510,-64.5491,-0.269562E-01,0.413084,0.230654E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.245286E-01,1.01545,4.48939,1.02359,8.64370,1.13137,0.602572,1.13137,0.194964,1.13137,800000099,800000099,800000099,800000099,800000099,800110099,800011199,800111199,80000,80000,89,89,56,26,7,27,14,0,0,0,0,0,0,0,0,0,0,100,0.130948,0.849227E-01,0.331491E-01,0.189396,0.656358,0.160384E-01,0.368700E-02,0.146472E-01,0.473913E-02,17.7249,455.242,425.193,10.9206,8.11619,101.285,101.350,101.219,0.130884,0.00000,129.390
2024-05-08T063000_OTL.ghg,2024-05-08,07:00,129.292,1,36000,36000,-0.178065E-01,0,0.179982E-02,-0.108267,2,0.943232,11.1521,0,2.19668,-0.600235,0,0.117665,0.251584,0,0.495557E-01,0.237331,-0.277676E-02,-0.598209E-01,-0.626421E-04,0.410215E-10,0.105673E-11,17.6385,423.871,428.550,0.300000,0,454.375,10.9191,11.0396,1.90000,0,291.132,290.126,100630.,1.20341,1011.39,0.240531E-01,0.163026E-01,0.818031E-02,1095.28,1928.47,0.679761E-02,56.7950,833.196,281.463,0.509464,-0.127536,-0.147776E-01,0.525393,0.176197E-13,0.232568E-14,0.525393,2.17719,341.260,345.946,-1.61175,-9999,0.121642,0.105750,1456.95,0.119428E-02,-0.970828E-02,-0.731273E-03,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.174940E-01,1.01787,0.497369,1.02503,9.84931,1.13227,-0.530117,1.13227,0.222195,1.13227,800000099,800000099,800000099,800000099,800000099,810111099,800110199,801110199,80000,80000,89,89,151,28,16,20,9,0,0,0,0,0,0,0,0,0,0,100,0.948671E-01,0.967067E-01,0.199267E-01,0.253006,0.225457,0.317499E-01,0.408643E-03,-0.128913E-01,0.540328E-02,17.6398,454.407,423.871,10.9190,8.11575,101.284,101.349,101.218,0.130497,0.00000,129.755
2024-05-08T070000_OTL.ghg,2024-05-08,07:30,129.312,1,36000,36000,-0.347132E-01,0,0.296024E-02,10.9278,0,3.70556,18.0041,0,2.73390,-2.58371,0,0.342775,0.406159,0,0.616746E-01,-0.132831E-01,-0.106461E-01,-0.627009E-01,-0.240168E-03,0.581182E-10,0.150133E-11,17.5666,422.486,427.148,0.100000,0,453.786,10.9138,11.0342,1.60000,0,291.122,290.116,100639.,1.20355,1011.40,0.240503E-01,0.263191E-01,0.817731E-02,1094.84,1927.27,0.679431E-02,56.8076,832.435,281.457,0.718103,-0.138605,-0.303057E-02,0.731364,-0.327029E-14,0.330845E-14,0.731364,2.64919,340.198,349.075,-0.237419,-9999,0.169830,0.166570,-39.2848,-0.442920E-01,0.606960,0.528606E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.342009E-01,1.01498,11.6906,1.02333,15.9138,1.13135,-2.28373,1.13135,0.359002,1.13135,800000099,800000099,800000099,800000099,800000099,800000099,800010199,800010199,80000,80000,89,89,51,16,4,6,0,0,0,0,0,0,0,0,0,0,0,100,0.147694,0.149487,0.359580E-01,0.204042,1.32016,0.304778E-01,0.960395E-02,-0.555284E-01,0.872906E-02,17.5679,453.820,422.486,10.9138,8.10943,101.282,101.347,101.217,0.129896,0.00000,128.880
2024-05-08T073000_OTL.ghg,2024-05-08,08:00,129.333,1,36000,36000,-0.455994E-01,0,0.412076E-02,8.04866,1,4.57368,18.4279,0,3.00537,-3.51713,0,0.535289,0.415754,0,0.678045E-01,0.120598,-0.103921,-0.695091E-01,-0.234457E-02,-0.159280E-09,-0.410997E-11,17.5080,420.951,425.573,0.100000,0,451.767,10.8620,10.9813,1.35000,0,291.206,290.206,100659.,1.20345,1011.37,0.240525E-01,0.269408E-01,0.813777E-02,1089.88,1938.20,0.676205E-02,56.2314,848.321,281.390,0.873993,-0.880307E-01,0.880915E-02,0.878459,0.420151E-13,-0.909754E-14,0.878459,3.22426,335.618,354.248,0.574569,-9999,0.194655,0.236248,-80.3242,-0.216622E-01,0.436766,0.339720E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.449794E-01,1.01378,8.89462,1.02275,16.2826,1.13175,-3.10769,1.13175,0.367353,1.13175,800000099,800000099,800000099,800000099,800000099,800010099,800010199,800010199,80000,80000,89,89,57,38,6,12,3,0,0,0,0,0,0,0,0,0,0,100,0.202649,0.217293,0.525533E-01,0.228235,2.70182,0.326865E-01,0.730788E-02,-0.755657E-01,0.893246E-02,17.5093,451.796,420.951,10.8619,8.04195,101.283,101.349,101.218,0.130087,0.00000,128.781
2024-05-08T080000_OTL.ghg,2024-05-08,08:30,129.354,1,36000,36000,-0.406127E-01,0,0.471035E-02,22.5857,0,5.92259,26.5015,0,3.94767,-8.68892,0,1.03652,0.597936,0,0.890685E-01,0.737418E-01,0.193413,-0.696901E-01,0.436385E-02,0.315667E-10,0.824774E-12,17.4263,419.411,424.058,0.150000,0,455.314,10.9584,11.0798,1.40000,0,291.270,290.260,100680.,1.20344,1011.42,0.240525E-01,0.387462E-01,0.820996E-02,1099.75,1944.90,0.682209E-02,56.5456,845.143,281.523,0.840479,-0.295324,0.443832E-02,0.890865,0.621086E-13,0.181144E-14,0.890865,3.36243,347.812,340.640,0.285450,-9999,0.183704,0.255916,-24.0641,-0.723069E-01,0.852242,0.101009,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.400637E-01,1.01370,23.5965,1.02271,23.4151,1.13181,-7.67700,1.13181,0.528299,1.13181,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800100199,80000,80000,89,89,44,20,0,5,4,0,0,0,0,0,0,0,0,0,0,100,0.229138,0.214548,0.681461E-01,0.283271,7.18454,0.453009E-01,0.193862E-01,-0.186690,0.128473E-01,17.4276,455.335,419.412,10.9581,8.17437,101.278,101.343,101.213,0.129678,0.00000,129.734
2024-05-08T083000_OTL.ghg,2024-05-08,09:00,129.375,1,36000,36000,-0.616193E-01,0,0.525664E-02,32.5358,0,5.50534,41.4239,0,5.17413,-14.8348,0,1.67992,0.934712,0,0.116752,0.141104,0.544730,-0.900325E-01,0.122916E-01,0.125668E-09,0.338086E-11,17.2967,417.422,422.163,0.100000,0,465.337,11.2300,11.3575,1.10000,0,291.400,290.364,100697.,1.20308,1011.57,0.240593E-01,0.605693E-01,0.841107E-02,1127.10,1957.76,0.699128E-02,57.5706,830.667,281.886,0.971378,-0.812394E-01,0.149026E-01,0.974883,0.294721E-13,0.726541E-14,0.974883,3.79298,334.853,355.219,0.875891,-9999,0.226314,0.283136,-31.2384,-0.557007E-01,0.785436,0.118130,0,23.7842,-3.60934,8.16434,20.3304,31.0051,43.4851,65.1486,-0.608151E-01,1.01322,34.1770,1.02253,36.5834,1.13231,-13.1013,1.13231,0.825490,1.13231,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000199,80000,80000,89,89,48,14,0,9,0,0,0,0,0,0,0,0,0,0,0,100,0.232297,0.257253,0.767224E-01,0.234546,15.7824,0.677353E-01,0.280829E-01,-0.318776,0.200855E-01,17.2980,465.370,417.423,11.2300,8.53627,101.266,101.329,101.202,0.127383,0.00000,128.136
2024-05-08T090000_OTL.ghg,2024-05-08,09:30,129.396,1,36000,36000,-0.622785E-01,0,0.623148E-02,43.2037,0,7.72137,35.8611,0,5.71259,-11.1370,0,1.53285,0.809173,0,0.128900,-0.282106E-01,0.297739,0.130350,0.671823E-02,-0.101073E-09,-0.273624E-11,17.4226,420.303,425.140,0.100000,0,471.665,11.3784,11.5094,1.75000,0,291.392,290.344,100683.,1.20294,1011.65,0.240619E-01,0.524344E-01,0.852133E-02,1141.79,1955.17,0.708376E-02,58.3985,813.380,282.078,0.939897,-0.354114,0.107976E-01,1.00445,0.150104E-13,-0.580124E-14,1.00445,3.45930,348.991,339.356,0.615929,-9999,0.227534,0.288338,-23.9062,-0.727844E-01,1.20475,0.156026,0,24.4665,-3.71288,8.39855,20.9136,31.8945,44.7325,67.0175,-0.614745E-01,1.01308,44.3494,1.02249,31.6647,1.13253,-9.83375,1.13253,0.714486,1.13253,800000099,800000099,800000099,800000099,800001099,800001099,800000099,800000199,80000,80000,89,89,32,47,5,6,6,0,0,0,0,0,0,0,0,0,0,100,0.289006,0.215403,0.722685E-01,0.338822,10.9175,0.656200E-01,0.364429E-01,-0.239333,0.173891E-01,17.4239,471.703,420.303,11.3785,8.72818,101.267,101.331,101.203,0.127900,0.00000,129.465
2024-05-08T093000_OTL.ghg,2024-05-08,10:00,129.417,1,36000,36000,-0.518105E-01,0,0.579101E-02,24.4756,0,5.60846,31.1386,1,4.65900,-9.37615,0,1.25853,0.702628,1,0.105128,0.247553E-01,0.189643,0.236840E-01,0.427920E-02,0.433594E-10,0.118211E-11,17.4621,420.826,425.710,0.100000,0,476.071,11.4730,11.6062,0.900000,0,291.420,290.362,100696.,1.20297,1011.70,0.240611E-01,0.455303E-01,0.859242E-02,1151.39,1957.43,0.714267E-02,58.8214,806.040,282.202,0.851311,-0.483726,0.182679E-01,0.979313,-0.899545E-13,0.248306E-14,0.979313,3.51419,356.489,330.394,1.06884,-9999,0.207530,0.282738,-32.0218,-0.543380E-01,0.786022,0.969044E-01,0,24.0943,-3.65640,8.27079,20.5954,31.4093,44.0520,65.9980,-0.511354E-01,1.01320,25.7114,1.02253,27.4992,1.13235,-8.28029,1.13235,0.620505,1.13235,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800000199,80000,80000,89,89,25,8,1,0,5,0,0,0,0,0,0,0,0,0,0,100,0.298594,0.204420,0.624610E-01,0.266239,9.88996,0.574762E-01,0.211259E-01,-0.201538,0.151028E-01,17.4635,476.103,420.826,11.4729,8.85262,101.267,101.331,101.202,0.128858,0.00000,129.127
2024-05-08T100000_OTL.ghg,2024-05-08,10:30,129.437,1,36000,36000,-0.403836E-01,0,0.484430E-02,34.3800,0,6.02535,33.3149,0,4.42464,-11.7306,0,1.46666,0.751651,0,0.998287E-01,-0.156128,0.562939E-01,-0.253065E-01,0.127010E-02,0.143940E-11,0.393907E-13,17.4577,420.267,425.157,0.100000,0,477.747,11.5010,11.6349,0.750000,0,291.306,290.246,100711.,1.20362,1011.72,0.240481E-01,0.487070E-01,0.861809E-02,1154.37,1943.18,0.716014E-02,59.4061,788.811,282.240,0.806790,-0.649790,0.428929E-02,1.03593,-0.735465E-13,0.824510E-16,1.03593,3.22172,7.63383,321.152,0.237234,-9999,0.183171,0.293372,-15.6766,-0.110994,1.03197,0.154134,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.398679E-01,1.01293,35.5523,1.02245,29.4102,1.13277,-10.3557,1.13277,0.663553,1.13277,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800010199,80000,80000,89,89,29,1,2,8,3,0,0,0,0,0,0,0,0,0,0,100,0.290639,0.237688,0.584165E-01,0.260914,13.5282,0.502925E-01,0.291956E-01,-0.251923,0.161422E-01,17.4590,477.779,420.268,11.5010,8.89135,101.265,101.330,101.200,0.129757,0.00000,128.949
2024-05-08T103000_OTL.ghg,2024-05-08,11:00,129.458,1,36000,36000,-0.473715E-01,0,0.433875E-02,21.4733,0,3.88755,24.8650,0,2.91917,-8.24828,0,0.745635,0.561022,0,0.658642E-01,0.419256E-01,0.349776,0.299510E-01,0.789188E-02,-0.841326E-10,-0.233360E-11,17.5000,420.929,425.901,0.100000,0,485.401,11.6754,11.8133,0.650000,0,291.354,290.277,100696.,1.20322,1011.82,0.240558E-01,0.363542E-01,0.874595E-02,1171.62,1946.98,0.726876E-02,60.1762,775.362,282.460,1.04660,-1.34399,-0.603211E-02,1.70344,-0.918688E-13,-0.480758E-14,1.70344,3.78818,21.4283,307.909,-0.202892,-9999,0.198420,0.369237,-31.9009,-0.545440E-01,0.863594,0.888926E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.468280E-01,1.01161,22.4050,1.02305,21.7968,1.14076,-7.23049,1.14076,0.491795,1.14076,800000099,800000099,800000099,800000099,800000099,800011099,800010199,800010199,80000,80000,89,89,18,3,0,67,3,0,0,0,0,0,0,0,0,0,0,100,0.384264,0.288918,0.652935E-01,0.185082,5.69109,0.352628E-01,0.184033E-01,-0.175983,0.119698E-01,17.5013,485.445,420.929,11.6755,9.11270,101.263,101.328,101.198,0.129889,0.00000,128.952
2024-05-08T110000_OTL.ghg,2024-05-08,11:30,129.479,1,36000,36000,-0.459347E-01,0,0.513165E-02,41.9498,0,4.77913,41.9142,0,4.61588,-16.5776,0,1.51540,0.945745,0,0.104152,0.675274E-01,0.785427E-01,-0.190532,0.177222E-02,0.742893E-10,0.208836E-11,17.3091,416.721,421.660,0.150000,0,486.580,11.7145,11.8534,0.950000,0,291.407,290.327,100741.,1.20354,1011.84,0.240495E-01,0.612843E-01,0.877757E-02,1176.06,1953.14,0.729314E-02,60.2137,777.082,282.516,0.822389,-0.752941,0.179464E-01,1.11515,0.151618E-13,0.429192E-14,1.11515,3.19913,10.6485,317.524,0.922112,-9999,0.195362,0.297019,-15.5913,-0.111600,1.00085,0.176326,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.453622E-01,1.01262,43.4539,1.02239,36.9793,1.13345,-14.6258,1.13345,0.834394,1.13345,800000099,800000099,800000099,800000099,800000099,800000099,800000099,800000099,80000,80000,89,89,11,3,0,20,6,0,0,0,0,0,0,0,0,0,0,100,0.279565,0.253425,0.610490E-01,0.210233,16.6178,0.606002E-01,0.356827E-01,-0.355899,0.203038E-01,17.3105,486.614,416.722,11.7144,9.16828,101.256,101.321,101.191,0.129452,0.00000,129.121
