file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,diagnostic_flags_LI-7200,,,,,,,,,RSSI_LI-7200,variances,,,,,,covariances,,,custom_variables
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,co2_mean,h2o_mean,co2_mean,h2o_mean,dew_point_mean,avg_signal_strength_7200_mean,co2_signal_strength_7200_mean,h2o_signal_strength_7200_mean,delta_signal_strength_7200_mean,anemometer_diagnostic_mean,_mean
2024-05-07T163000_OTL.ghg,2024-05-07,17:00,128.708,1,36000,36000,-0.193246E-01,0,0.343026E-02,-6.08529,0,2.58707,46.3662,0,6.65263,-3.32426,0,0.595901,1.05083,0,0.150773,0.622774E-01,-0.772428,0.196031,-0.175061E-01,-0.218407E-10,-0.674949E-12,16.6037,410.197,415.464,0.100000,0,513.109,12.6764,12.8392,0.300000,0,296.090,294.903,99994.6,1.17566,1012.48,0.246183E-01,0.680938E-01,0.927886E-02,1262.81,2595.87,0.789244E-02,48.6469,1333.06,283.578,0.677032,0.412747,-0.461561E-02,0.792940,0.175148E-13,-0.131541E-14,0.792940,3.47192,301.683,31.3683,-0.333514,-9999,0.128208,0.220388,30.2248,0.575686E-01,-0.131244,-0.398749E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.190785E-01,1.01290,-3.46926,1.02536,39.7099,1.16762,-2.84703,1.16762,0.899974,1.16762,800000099,800000099,800000099,800000099,800000099,800110099,800110099,811110099,80000,80000,89,89,25,8,9,35,4,0,0,0,0,0,0,0,0,0,0,100,0.281568,0.124713,0.344941E-01,0.106056,5.00690,0.291437,-0.291453E-02,-0.709855E-01,0.224392E-01,16.6049,513.130,410.198,12.6760,10.2181,101.240,101.296,101.185,0.111106,0.00000,128.506
2024-05-07T170000_OTL.ghg,2024-05-07,17:30,128.729,1,36000,36000,-0.267809E-01,0,0.380340E-02,15.8669,0,3.07665,55.3939,0,9.30060,-8.01835,0,1.28413,1.25584,0,0.210855,0.448473,0.245500,-0.133053,0.556577E-02,0.795258E-10,0.250037E-11,16.4443,407.187,412.467,0.100000,0,517.025,12.8024,12.9684,0.300000,0,296.443,295.242,100048.,1.17489,1012.55,0.246343E-01,0.813786E-01,0.936492E-02,1275.99,2650.15,0.797089E-02,48.1479,1374.16,283.734,0.445203,-0.353257,0.145428E-01,0.568514,-0.478778E-14,0.483607E-14,0.568514,2.63261,1.12514,321.569,1.46580,-9999,0.150978,0.187459,-18.9380,-0.918787E-01,0.286437,0.883409E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.263310E-01,1.01708,18.6231,1.02455,48.9399,1.13188,-7.08412,1.13188,1.10952,1.13188,800000099,800000099,800000099,800000099,800000099,800110099,800000099,811010099,80000,80000,89,89,39,29,6,52,6,0,0,0,0,0,0,0,0,0,0,100,0.166661,0.177217,0.310404E-01,0.121644,20.4314,0.446833,0.156544E-01,-0.176767,0.276855E-01,16.4458,517.059,407.188,12.8019,10.3686,101.227,101.283,101.172,0.110863,0.00000,129.104
2024-05-07T173000_OTL.ghg,2024-05-07,18:00,128.750,1,36000,36000,-0.215966E-01,0,0.277121E-02,3.92467,0,1.93105,73.9457,0,6.84942,-13.5960,0,1.17096,1.67644,0,0.155285,0.379383E-02,0.286032,-0.170069,0.648469E-02,-0.402399E-11,-0.129189E-12,16.2493,403.339,408.630,0.100000,0,521.678,12.9491,13.1190,0.250000,0,296.459,295.245,100044.,1.17477,1012.63,0.246367E-01,0.108633,0.947132E-02,1290.50,2650.59,0.806231E-02,48.6872,1360.09,283.904,0.367910,-0.998900,0.101442E-01,1.06455,-0.126003E-14,-0.247641E-15,1.06455,2.80331,38.5094,290.220,0.545988,-9999,0.135586,0.193945,-55.4531,-0.313779E-01,0.530751E-01,0.243323E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.213234E-01,1.01281,7.95355,1.02242,65.2652,1.13300,-12.0000,1.13300,1.47964,1.13300,800000099,800000099,800000099,800000099,800010099,800010099,800110099,800110099,80000,80000,89,89,16,4,3,66,4,0,0,0,0,0,0,0,0,0,0,100,0.188359,0.174096,0.254355E-01,0.984962E-01,28.9382,0.442616,0.668585E-02,-0.299505,0.369299E-01,16.2507,521.696,403.342,12.9487,10.5366,101.221,101.276,101.165,0.111146,0.00000,128.133
2024-05-07T180000_OTL.ghg,2024-05-07,18:30,128.771,1,36000,36000,-0.588907E-01,0,0.651923E-02,-0.269200,1,2.27207,76.1012,0,12.8190,-13.3750,0,1.44473,1.72571,0,0.290691,0.316958,-1.43454,0.858403E-01,-0.325303E-01,-0.873420E-10,-0.263196E-11,16.3322,405.282,410.293,0.100000,0,492.154,12.2128,12.3638,0.300000,0,296.631,295.485,100064.,1.17436,1012.24,0.246462E-01,0.111826,0.892934E-02,1217.64,2689.69,0.760355E-02,45.2709,1472.04,283.034,0.907325,-0.904950,0.160719E-01,1.28157,-0.843893E-13,-0.534784E-14,1.28157,4.07937,13.8366,315.075,0.718552,-9999,0.223935,0.440030,3642.32,0.477717E-03,-0.353739E-02,-0.101127E-02,0,24.3555,-3.69605,8.36047,20.8187,31.7499,44.5297,66.7136,-0.581844E-01,1.01214,3.94697,1.02240,67.0392,1.13517,-11.7823,1.13517,1.52021,1.13517,800000099,800000099,800000099,800000099,800000099,800010099,800010099,800010099,80000,80000,89,89,22,10,2,36,1,0,0,0,0,0,0,0,0,0,0,100,0.417684,0.391511,0.708656E-01,0.109474,17.0056,0.680795,0.332032E-02,-0.293965,0.379290E-01,16.3334,492.190,405.284,12.2125,9.65518,101.224,101.280,101.169,0.111333,0.00000,126.090
2024-05-07T183000_OTL.ghg,2024-05-07,19:00,128.792,1,36000,36000,-0.979030E-01,0,0.971773E-02,-41.3237,0,6.25590,68.8942,0,7.05966,-3.90058,0,0.457289,1.56141,0,0.159999,-0.759389,-2.04951,0.354130,-0.464499E-01,0.689638E-12,0.186288E-13,16.7477,413.280,417.946,0.150000,0,452.395,11.1637,11.2897,0.350000,0,295.957,294.911,100050.,1.17695,1011.65,0.245935E-01,0.101179,0.817976E-02,1113.26,2597.33,0.694996E-02,42.8619,1484.07,281.703,1.45086,-1.28779,0.363590E-02,1.93995,0.271171E-13,0.411781E-16,1.93995,5.86130,10.7579,318.408,0.107385,-9999,0.288416,0.624242,50.6784,0.343342E-01,-0.599814,-0.120335,0,23.9012,-3.62710,8.20452,20.4304,31.1577,43.6991,65.4692,-0.966835E-01,1.01261,-36.7253,1.02758,58.0423,1.18697,-3.28618,1.18697,1.31546,1.18697,800000099,800000099,800000099,800000099,800000099,800010099,800000099,800000099,80000,80000,89,89,5,21,4,14,8,0,0,0,0,0,0,0,0,0,0,100,0.735893,0.389431,0.123160,0.280724,1.05007,0.126352,-0.308446E-01,-0.817283E-01,0.327160E-01,16.7490,452.428,413.280,11.1635,8.34450,101.269,101.328,101.210,0.117827,0.00000,126.251
2024-05-07T190000_OTL.ghg,2024-05-07,19:30,128.812,1,36000,36000,-0.895863E-01,0,0.979522E-02,-49.4232,0,5.95358,51.0451,0,5.79806,-2.77010,0,0.297179,1.15611,0,0.131319,-0.912467,0.187985,0.105018E-01,0.425763E-02,-0.565628E-10,-0.154013E-11,16.8286,413.517,418.226,0.100000,0,458.222,11.2596,11.3878,0.300000,0,295.275,294.224,100099.,1.18023,1011.68,0.245250E-01,0.749160E-01,0.827309E-02,1123.34,2490.18,0.700970E-02,45.1107,1366.84,281.837,1.24811,-1.28103,0.767131E-02,1.78854,-0.211360E-13,-0.336111E-14,1.78854,6.04077,15.5889,314.254,0.245751,-9999,0.275509,0.517708,36.9480,0.470932E-01,-0.968226,-0.150239,0,23.9969,-3.64162,8.23735,20.5122,31.2823,43.8739,65.7311,-0.884259E-01,1.01312,-45.5583,1.02845,42.7869,1.19301,-2.32195,1.19301,0.969072,1.19301,800000099,800000099,800000099,800000099,800000099,800001099,800000099,800001099,80000,80000,89,89,15,11,6,6,23,0,0,0,0,0,0,0,0,0,0,100,0.600186,0.324017,0.111212,0.224121,0.474962,0.849227E-01,-0.381554E-01,-0.575920E-01,0.240362E-01,16.8298,458.251,413.517,11.2595,8.48290,101.282,101.343,101.220,0.123210,0.00000,126.910
2024-05-07T193000_OTL.ghg,2024-05-07,20:00,128.833,1,36000,36000,-0.449890E-01,0,0.516242E-02,-27.3107,0,6.11002,17.3611,0,3.34807,1.39322,0,0.569307,0.392901,0,0.757703E-01,-1.07933,0.389384,0.122839,0.881216E-02,0.153053E-10,0.421259E-12,16.9934,416.275,421.100,0.200000,0,467.721,11.4574,11.5902,0.600000,0,294.480,293.413,100132.,1.18381,1011.77,0.244507E-01,0.254600E-01,0.844405E-02,1143.39,2368.81,0.713297E-02,48.2686,1225.42,282.098,1.03920,-0.522145,-0.191407E-02,1.16300,0.147534E-12,0.900663E-15,1.16300,3.65155,354.867,333.323,-0.942974E-01,-9999,0.194945,0.304903,23.6936,0.734377E-01,-1.57309,-0.116965,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.443680E-01,1.01400,-25.7290,1.02927,14.5017,1.19718,1.16375,1.19718,0.328188,1.19718,800000099,800000099,800000099,800000099,800000099,800100099,800000099,800100199,80000,80000,89,89,40,16,13,2,13,0,0,0,0,0,0,0,0,0,0,100,0.324861,0.214923,0.700211E-01,0.385352,3.10440,0.476850E-01,-0.214814E-01,0.287831E-01,0.811711E-02,16.9947,467.759,416.274,11.4573,8.74592,101.294,101.356,101.232,0.124294,0.00000,128.336
2024-05-07T200000_OTL.ghg,2024-05-07,20:30,128.854,0,36000,36000,-0.241600E-01,0,0.278481E-02,-25.2738,0,4.96191,7.98081,0,1.49206,4.58896,0,0.634276,0.180448,0,0.337359E-01,-1.27184,0.230567,0.242210,0.521318E-02,0.729512E-10,0.200226E-11,17.3145,421.694,426.632,0.350000,0,475.224,11.5741,11.7096,0.200000,0,293.535,292.460,100174.,1.18810,1011.81,0.243622E-01,0.116930E-01,0.856099E-02,1155.46,2232.96,0.720564E-02,51.7458,1077.50,282.254,0.678932,-0.343093,0.292798E-02,0.760704,-0.161067E-13,0.421330E-14,0.760704,2.98227,355.718,333.191,0.220534,-9999,0.142601,0.160553,10.0241,0.173581,-3.16682,-0.147434,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.237195E-01,1.01857,-24.0443,1.03793,6.38698,1.24954,3.67251,1.24954,0.144411,1.24954,800000099,800000099,800000099,800000099,800000099,800100099,800000199,800100199,80000,80000,89,89,54,31,13,8,13,0,0,0,0,0,0,0,0,0,0,100,0.184715,0.995661E-01,0.368252E-01,0.425684,6.25020,0.176507E-01,-0.200015E-01,0.905147E-01,0.355924E-02,17.3159,475.259,421.693,11.5741,8.90417,101.314,101.378,101.251,0.127122,0.00000,129.009
2024-05-07T203000_OTL.ghg,2024-05-07,21:00,128.875,0,36000,36000,-0.233849E-01,0,0.185109E-02,-12.5846,0,3.27155,1.50686,1,0.960936,3.99022,0,0.490566,0.340491E-01,1,0.217134E-01,-0.871161,-0.162335,0.179683,-0.366812E-02,0.747685E-10,0.201844E-11,17.5526,425.703,430.652,0.550000,0,473.847,11.4922,11.6258,1.45000,0,292.875,291.810,100225.,1.19139,1011.75,0.242950E-01,0.220638E-02,0.852397E-02,1147.91,2144.14,0.715465E-02,53.5371,996.231,282.157,0.645634,-0.176391,-0.466406E-02,0.669312,0.136535E-13,0.425968E-14,0.669312,3.14474,344.169,344.719,-0.399265,-9999,0.140101,0.109260,19.0977,0.911105E-01,-8.35156,-0.745197E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.230267E-01,1.01556,-12.1755,1.03083,1.25382,1.20182,3.32016,1.20182,0.283314E-01,1.20182,800000099,800000099,800000099,800000099,800000099,810100099,800100199,800100199,80000,80000,89,89,84,65,8,5,12,11,0,0,0,0,0,0,0,0,0,100,0.128549,0.618651E-01,0.281065E-01,0.288899,5.70847,0.999374E-02,-0.101009E-01,0.815980E-01,0.696287E-03,17.5540,473.883,425.704,11.4923,8.80867,101.322,101.387,101.258,0.128946,0.00000,129.235
2024-05-07T210000_OTL.ghg,2024-05-07,21:30,128.896,0,36000,36000,-0.242553E-01,0,0.242953E-02,-22.1318,0,5.02909,2.19508,1,0.906266,5.43864,0,0.564126,0.495864E-01,1,0.204723E-01,-0.385629,-0.220087,0.358659E-01,-0.497171E-02,0.116931E-09,0.312037E-11,17.6352,426.502,431.412,0.150000,0,470.605,11.3815,11.5125,2.45000,0,292.576,291.522,100275.,1.19321,1011.68,0.242581E-01,0.321320E-02,0.845467E-02,1137.46,2105.88,0.708565E-02,54.0132,968.429,282.021,0.700567,-0.282394,-0.453943E-02,0.755355,-0.256305E-13,0.663054E-14,0.755355,2.86860,351.829,338.046,-0.344331,-9999,0.142576,0.136885,11.4488,0.151981,-10.0824,-0.128591,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.238316E-01,1.01778,-21.3264,1.03622,1.77257,1.23836,4.39181,1.23836,0.400419E-01,1.23836,800000099,800000099,800000099,800000099,800100099,800100099,800000199,800100199,80000,80000,89,89,33,32,23,7,2,0,0,0,0,0,0,0,0,0,0,100,0.151787,0.870386E-01,0.349454E-01,0.549502,6.11073,0.758756E-02,-0.176667E-01,0.107759,0.982484E-03,17.6365,470.637,426.502,11.3814,8.67374,101.323,101.388,101.258,0.129768,0.00000,129.037
2024-05-07T213000_OTL.ghg,2024-05-07,22:00,128.917,0,36000,36000,-0.391320E-01,0,0.374214E-02,-34.3146,0,6.86009,1.80262,1,0.623688,6.50438,0,0.886971,0.407092E-01,1,0.140850E-01,-0.397404,0.128203,0.137000,0.289525E-02,-0.126172E-09,-0.336199E-11,17.7953,429.550,434.524,0.400000,0,474.177,11.4459,11.5784,0.200000,0,292.285,291.226,100312.,1.19483,1011.72,0.242251E-01,0.263796E-02,0.851411E-02,1144.29,2067.12,0.712578E-02,55.3566,922.834,282.110,0.883901,-0.154886,-0.425419E-02,0.897379,0.238946E-13,-0.709016E-14,0.897379,3.30656,337.598,350.061,-0.271622,-9999,0.180973,0.210794,15.1048,0.115195,-19.0360,-0.156856,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.385136E-01,1.01606,-33.2484,1.03300,1.47822,1.21945,5.33385,1.21945,0.333831E-01,1.21945,800000099,800000099,800000099,800000099,800000099,801100099,800000199,800100199,80000,80000,89,89,44,57,9,3,2,4,0,0,0,0,0,0,0,0,0,100,0.210253,0.159170,0.521643E-01,0.567530,7.46262,0.270942E-02,-0.275047E-01,0.130704,0.818040E-03,17.7967,474.212,429.551,11.4459,8.76336,101.320,101.385,101.256,0.129102,0.00000,130.228
2024-05-07T220000_OTL.ghg,2024-05-07,22:30,128.937,0,36000,36000,-0.563119E-01,0,0.486656E-02,-47.5240,0,6.49176,4.89370,0,1.42891,5.86484,0,0.553614,0.110478,0,0.322583E-01,-0.487145,-0.123421,0.892123E-01,-0.278628E-02,0.915374E-10,0.241479E-11,17.9145,431.532,436.501,0.150000,0,472.591,11.3840,11.5151,2.30000,0,291.916,290.864,100335.,1.19663,1011.67,0.241888E-01,0.715895E-02,0.848077E-02,1138.39,2020.54,0.708722E-02,56.3408,882.153,282.033,1.01018,-0.275486,-0.495015E-02,1.04708,0.121549E-13,0.510968E-14,1.04708,3.42702,345.083,344.746,-0.270871,-9999,0.216930,0.263405,18.7874,0.926152E-01,-9.71126,-0.180966,0,23.9926,-3.64097,8.23589,20.5085,31.2768,43.8662,65.7195,-0.554816E-01,1.01497,-46.0097,1.03108,4.05005,1.20831,4.85377,1.20831,0.914318E-01,1.20831,800000099,800000099,800000099,800000099,800000099,800100099,800000199,800100199,80000,80000,89,89,49,20,8,1,0,0,0,0,0,0,0,0,0,0,0,100,0.275372,0.182585,0.688527E-01,0.376105,2.50925,0.722813E-02,-0.380059E-01,0.118754,0.223701E-02,17.9158,472.631,431.532,11.3841,8.68721,101.320,101.384,101.255,0.129066,0.00000,130.099
2024-05-07T223000_OTL.ghg,2024-05-07,23:00,128.958,0,36000,36000,-0.334413E-01,0,0.309708E-02,-24.2622,0,6.14332,-0.391930,2,0.373676,5.04196,0,0.673597,-0.884638E-02,2,0.843435E-02,-0.256273,-0.380931,0.107853,-0.859812E-02,-0.101327E-10,-0.261373E-12,18.0435,433.926,438.838,0.150000,0,465.434,11.1932,11.3199,0.200000,0,291.707,290.674,100353.,1.19772,1011.56,0.241671E-01,-0.573245E-03,0.834608E-02,1119.58,1996.44,0.696834E-02,56.0787,876.864,281.787,0.768891,-0.203113,-0.169586E-01,0.795447,0.605169E-14,-0.561568E-15,0.795447,3.38152,343.857,345.203,-1.22162,-9999,0.167096,0.161167,16.8200,0.103448,61.9044,-0.119845,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.329231E-01,1.01574,-23.6152,1.03193,-0.323616,1.21110,4.16314,1.21110,-0.730444E-02,1.21110,800000099,800000099,800000099,800000099,800000099,801100099,800000199,800100199,80000,80000,89,89,84,58,20,5,3,2,0,0,0,0,0,0,0,0,0,100,0.173461,0.104659,0.442147E-01,0.508473,5.38523,0.286549E-02,-0.194916E-01,0.101746,-0.178519E-03,18.0448,465.468,433.925,11.1932,8.44117,101.323,101.388,101.258,0.129918,0.00000,129.650
2024-05-07T230000_OTL.ghg,2024-05-07,23:30,128.979,0,36000,36000,-0.352654E-01,0,0.323008E-02,-25.4690,0,5.12220,-1.62602,1,0.710344,3.94447,0,0.533606,-0.366897E-01,1,0.160283E-01,-0.446855,-0.410742,0.546118E-01,-0.926802E-02,0.584771E-10,0.147662E-11,18.1267,435.136,439.970,0.200000,0,457.723,10.9878,11.1098,0.300000,0,291.355,290.342,100375.,1.19943,1011.44,0.241329E-01,-0.237749E-02,0.820454E-02,1099.34,1955.07,0.684038E-02,56.2302,855.729,281.518,0.836233,-0.183221,0.156603E-02,0.856071,-0.245553E-14,0.322602E-14,0.856071,3.22469,341.779,347.642,0.104812,-9999,0.171470,0.192455,17.3166,0.100482,15.6634,-0.122436,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.347265E-01,1.01552,-24.8555,1.03169,-1.34343,1.21035,3.25895,1.21035,-0.303132E-01,1.21035,800000099,800000099,800000099,800000099,800000099,800100099,800100199,800100199,80000,80000,89,89,62,43,15,1,4,0,0,0,0,0,0,0,0,0,0,100,0.207864,0.127761,0.492849E-01,0.415664,4.09172,0.519942E-02,-0.204885E-01,0.795189E-01,-0.739646E-03,18.1280,457.756,435.136,10.9878,8.17159,101.326,101.391,101.260,0.130432,0.00000,129.451
2024-05-07T233000_OTL.ghg,2024-05-08,00:00,129.000,0,36000,36000,-0.290824E-01,0,0.334802E-02,-21.1938,0,4.98696,-2.74796,0,0.756531,3.24832,0,0.565989,-0.619977E-01,0,0.170683E-01,-0.172341,-0.316530E-01,0.697818E-01,-0.714134E-03,0.893317E-11,0.224452E-12,18.2185,436.681,441.526,0.200000,0,457.752,10.9719,11.0937,0.500000,0,291.226,290.215,100400.,1.20027,1011.43,0.241159E-01,-0.401745E-02,0.819849E-02,1098.04,1939.32,0.683053E-02,56.6202,841.271,281.500,0.828266,-0.241166,-0.831627E-02,0.862702,0.129952E-13,0.490335E-15,0.862702,3.32967,344.829,343.766,-0.552328,-9999,0.155660,0.191523,15.5706,0.111749,7.71255,-0.112155,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.286244E-01,1.01600,-20.7315,1.03276,-2.25713,1.21746,2.66812,1.21746,-0.509239E-01,1.21746,800000099,800000099,800000099,800000099,800000099,801100099,800100199,801100199,80000,80000,89,89,69,61,18,0,6,3,0,0,0,0,0,0,0,0,0,100,0.215866,0.118417,0.487615E-01,0.324644,3.75030,0.317324E-02,-0.170772E-01,0.650557E-01,-0.124166E-02,18.2198,457.786,436.681,10.9719,8.15473,101.321,101.386,101.257,0.129659,0.00000,128.966
2024-05-08T000000_OTL.ghg,2024-05-08,00:30,129.021,0,36000,36000,-0.437698E-01,0,0.422716E-02,-24.0269,0,5.67380,-6.22483,0,1.52740,4.99262,0,0.658763,-0.140401,0,0.344504E-01,-0.397758,0.498666,0.114214E-01,0.112474E-01,-0.222630E-10,-0.571728E-12,18.2602,436.934,441.893,0.150000,0,468.933,11.2207,11.3481,0.650000,0,290.953,289.920,100424.,1.20166,1011.56,0.240877E-01,-0.909796E-02,0.839424E-02,1123.12,1903.41,0.698552E-02,59.0057,780.291,281.834,0.981193,-0.224047,-0.187971E-01,1.00662,0.175465E-13,-0.121921E-14,1.00662,4.54488,341.393,347.138,-1.06997,-9999,0.190852,0.259949,25.3199,0.687206E-01,3.85985,-0.103569,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.431648E-01,1.01402,-23.7550,1.02889,-5.21539,1.19355,4.18300,1.19355,-0.117633,1.19355,800000099,800000099,800000099,800000099,800000099,801110099,800000199,800100199,80000,80000,89,89,62,60,22,9,0,0,0,0,0,0,0,0,0,0,0,100,0.281318,0.173229,0.653508E-01,0.332653,3.27994,0.812517E-02,-0.195426E-01,0.101898,-0.286554E-02,18.2615,468.967,436.934,11.2207,8.48827,101.298,101.360,101.235,0.125290,0.00000,128.236
2024-05-08T003000_OTL.ghg,2024-05-08,01:00,129.042,0,36000,36000,-0.520492E-01,0,0.543993E-02,-11.0211,0,5.09975,-1.08903,2,1.74916,3.99558,0,0.630990,-0.245612E-01,2,0.394495E-01,-0.981777E-01,0.565917,-0.858173E-01,0.127633E-01,-0.580094E-10,-0.153384E-11,18.1891,435.037,440.099,0.150000,0,480.943,11.5029,11.6368,0.450000,0,290.906,289.848,100459.,1.20225,1011.71,0.240755E-01,-0.159157E-02,0.860972E-02,1151.66,1894.63,0.716132E-02,60.7857,742.965,282.205,1.09845,-0.226217,-0.204013E-01,1.12169,0.219832E-13,-0.318924E-14,1.12169,5.06667,340.931,348.363,-1.04216,-9999,0.208069,0.360705,71.5482,0.243193E-01,10.1201,-0.435477E-01,0,21.3846,-3.24520,7.34065,18.2793,27.8770,39.0979,58.5758,-0.514345E-01,1.01195,-10.8530,1.02461,-0.934076,1.16589,3.42707,1.16589,-0.210665E-01,1.16589,800000099,800000099,800000099,800000099,800000099,800110099,800010199,800010199,80000,80000,89,89,50,51,9,40,2,0,0,0,0,0,0,0,0,0,0,100,0.415617,0.221084,0.847089E-01,0.245286,3.30134,0.271762E-01,-0.892274E-02,0.834651E-01,-0.513068E-03,18.1905,480.973,435.037,11.5029,8.85954,101.266,101.326,101.205,0.121309,0.00000,129.224
2024-05-08T010000_OTL.ghg,2024-05-08,01:30,129.062,0,36000,36000,-0.791910E-01,0,0.720367E-02,3.58754,1,5.03422,2.63899,0,0.960833,3.65112,0,0.513587,0.595205E-01,0,0.216709E-01,0.591916E-01,0.618408,-0.221118,0.139478E-01,0.298279E-10,0.819039E-12,17.9485,430.147,435.289,0.150000,0,492.845,11.8114,11.9525,2.20000,0,290.978,289.891,100472.,1.20209,1011.88,0.240784E-01,0.385693E-02,0.883950E-02,1182.57,1899.88,0.735347E-02,62.2447,717.305,282.598,1.30870,-0.463582,0.578493E-02,1.38839,0.362882E-13,0.166186E-14,1.38839,5.85538,348.174,340.494,0.238731,-9999,0.256667,0.480591,-412.645,-0.421670E-02,1.35944,0.114911E-01,0,22.3380,-3.38987,7.66790,19.0941,29.1198,40.8409,61.1871,-0.782576E-01,1.01193,3.66407,1.02250,2.32214,1.13645,3.21275,1.13645,0.523742E-01,1.13645,800000099,800000099,800000099,800000099,800000099,801110099,800010199,800010199,80000,80000,89,89,65,45,26,9,0,0,0,0,0,0,0,0,0,0,0,100,0.474078,0.371517,0.115587,0.228042,1.47535,0.228786E-02,0.301230E-02,0.782791E-01,0.127611E-02,17.9498,492.876,430.147,11.8112,9.25456,101.257,101.317,101.196,0.121763,0.00000,129.129
2024-05-08T013000_OTL.ghg,2024-05-08,02:00,129.083,0,36000,36000,-0.853418E-01,0,0.976796E-02,-5.19412,0,6.82483,7.08489,0,1.63241,5.13338,0,0.826158,0.159784,0,0.368152E-01,-0.974212E-01,-0.177351,-0.143921,-0.399976E-02,0.492349E-10,0.135181E-11,17.8124,426.965,432.030,0.150000,0,489.065,11.7229,11.8620,1.30000,0,290.898,289.819,100458.,1.20227,1011.83,0.240749E-01,0.103540E-01,0.877459E-02,1173.60,1891.21,0.729837E-02,62.0555,717.608,282.485,1.36204,-1.02782,0.617449E-02,1.70634,-0.392395E-13,0.276408E-14,1.70634,5.78512,5.06707,322.961,0.207328,-9999,0.266429,0.674524,318.747,0.545887E-02,-0.733126,-0.160259E-01,0,21.7607,-3.30226,7.46973,18.6007,28.3672,39.7854,59.6058,-0.844105E-01,1.01103,-4.71881,1.02386,6.09462,1.16248,4.41588,1.16248,0.137450,1.16248,800000099,800000099,800000099,800000099,800000099,800110099,800010199,800010199,80000,80000,89,89,34,11,7,15,3,0,0,0,0,0,0,0,0,0,0,100,0.708038,0.507921,0.133089,0.235930,3.32519,0.568649E-02,-0.387903E-02,0.107569,0.334822E-02,17.8137,489.103,426.965,11.7230,9.14042,101.266,101.327,101.204,0.123618,0.00000,127.563
